"Title","Handle","Body (HTML)","Variant SKU","Variant Price","Variant Compare At Price","Variant Weight (g)","Collection","Tags","Image Src","Attribute Set Id (product.metafields.custom.attribute_set_id)","Enable Googlecheckout (product.metafields.custom.enable_googlecheckout)","Has Options (product.metafields.custom.has_options)","Image Label (product.metafields.custom.image_label)","Is Recurring (product.metafields.custom.is_recurring)","Manufacturers (product.metafields.custom.manufacturers)","Msrp Display Actual Price Type (product.metafields.custom.msrp_display_actual_price_type)","Msrp Enabled (product.metafields.custom.msrp_enabled)","Required Options (product.metafields.custom.required_options)","Small Image (product.metafields.custom.small_image)","Small Image Label (product.metafields.custom.small_image_label)","Tax Class Id (product.metafields.custom.tax_class_id)","Thumbnail (product.metafields.custom.thumbnail)","Thumbnail Label (product.metafields.custom.thumbnail_label)","Url Key (product.metafields.custom.url_key)","Draw Length (product.metafields.custom.draw_length)","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Msrp (product.metafields.custom.msrp)","Size (product.metafields.custom.size)","Length (product.metafields.custom.length)","Shoe Size (product.metafields.custom.shoe_size)"
"DMM Alpha Trad Quickdraw 12 cm","dmm-alpha-trad-quickdraw-12-cm",,"DMM-0182-12 cm","29.9500","22.4600","0.2200",,,,"19","1","0",,"0",,"4","2","0",,,"2",,,"dmm-alpha-trad-quickdraw-draw-length-12-cm",,,,,,,,,
"DMM Alpha Trad Quickdraw 18 cm","dmm-alpha-trad-quickdraw-18-cm",,"DMM-0182-18 cm","30.9500","23.2100","0.2200",,,"https://gearexpress.com/media/catalog/product/d/m/dmm-0182_1_1.jpg","19","1","0","DMM Alpha Trad Quickdraw Draw Length-18 cm","0",,"4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0182_1_1.jpg","DMM Alpha Trad Quickdraw Draw Length-18 cm","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0182_1_1.jpg","DMM Alpha Trad Quickdraw Draw Length-18 cm","dmm-alpha-trad-quickdraw-draw-length-18-cm",,,,,,,,,
"DMM Belay Master 2 Locking Carabiner","dmm-belay-master-2-locking-carabiner",,"DMM-0185","20.9500","15.7100","0.2200","Climbing","Climbing, Carabiners, Locking, Belay/Rappel, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0185_1.jpg","19","1","0","DMM Belay Master 2 Locking Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0185_1.jpg","DMM Belay Master 2 Locking Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0185_1.jpg","DMM Belay Master 2 Locking Carabiner","dmm-belay-master-2-locking-carabiner",,,,,,,,,
"DMM Boa HMS Locksafe Carabiner","dmm-boa-hms-locksafe-carabiner",,"DMM-0053","20.9500","15.7100","0.1896","Climbing","Climbing, Carabiners, Hms, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0053_1.jpg","19","1","0","DMM Boa HMS Locksafe Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0053_1.jpg","DMM Boa HMS Locksafe Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0053_1.jpg","DMM Boa HMS Locksafe Carabiner","dmm-boa-hms-locksafe-carabiner",,,,,,,,,
"DMM Boa HMS Quicklock Carabiner","dmm-boa-hms-quicklock-carabiner",,"DMM-0054","19.9500","14.9600","0.1896","Climbing","Climbing, Carabiners, Hms, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0054_1.jpg","19","1","0","DMM Boa HMS Quicklock Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0054_1.jpg","DMM Boa HMS Quicklock Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0054_1.jpg","DMM Boa HMS Quicklock Carabiner","dmm-boa-hms-quicklock-carabiner",,,,,,,,,
"DMM Boa HMS Screwgate Carabiner","dmm-boa-hms-screwgate-carabiner",,"DMM-0055","12.9500","9.7100","0.1830","Climbing","Climbing, Carabiners, Hms, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0055_1.jpg","19","1","0","DMM Boa HMS Screwgate Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0055_1.jpg","DMM Boa HMS Screwgate Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0055_1.jpg","DMM Boa HMS Screwgate Carabiner","dmm-boa-hms-screwgate-carabiner",,,,,,,,,
"DMM Phantom Quickdraw 12 cm","dmm-phantom-quickdraw-12-cm",,"DMM-0218-12 cm","19.9500","14.9600","0.1300",,,,"19","1","0",,,"2230","4","2","0",,,"2",,,"dmm-phantom-quickdraw-12-cm-fb50ac",,,,,,,,,
"DMM Phantom Quickdraw 18 cm","dmm-phantom-quickdraw-18-cm",,"DMM-0218-18 cm","20.9500","15.7100","0.1400",,,,"19","1","0",,,"2230","4","2","0",,,"2",,,"dmm-phantom-quickdraw-18-cm-4fb834",,,,,,,,,
"DMM Phantom Screwgate Carabiner","dmm-phantom-screwgate-carabiner",,"DMM-0187","14.9500","11.2100","0.1000","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0187_1.jpg","19","1","0","DMM Phantom Screwgate Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0187_1.jpg","DMM Phantom Screwgate Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0187_1.jpg","DMM Phantom Screwgate Carabiner","dmm-phantom-screwgate-carabiner",,,,,,,,,
"DMM Phantom Wiregate Carabiner 5 Color Pack","dmm-phantom-wiregate-carabiner-5-color-pack",,"DMM-0188","42.5000","31.8800","0.4600","Climbing","Climbing, Carabiners, Non-Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0188_1.jpg","19","1","0","DMM Phantom Wiregate Carabiner 5 Color Pack","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0188_1.jpg","DMM Phantom Wiregate Carabiner 5 Color Pack","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0188_1.jpg","DMM Phantom Wiregate Carabiner 5 Color Pack","dmm-phantom-wiregate-carabiner-5-color-pack",,,,,,,,,
"DMM Revolver Locksafe Carabiner","dmm-revolver-locksafe-carabiner",,"DMM-0224","47.9500","35.9600","0.1100","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0224_1.jpg","19","1","0","DMM Revolver Locksafe Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0224_1.jpg","DMM Revolver Locksafe Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0224_1.jpg","DMM Revolver Locksafe Carabiner","dmm-revolver-locksafe-carabiner",,,,,,,,,
"DMM Revolver Quicklock Carabiner","dmm-revolver-quicklock-carabiner",,"DMM-0223","47.5000","35.6300","0.1100","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0223_1.jpg","19","1","0","DMM Revolver Quicklock Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0223_1.jpg","DMM Revolver Quicklock Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0223_1.jpg","DMM Revolver Quicklock Carabiner","dmm-revolver-quicklock-carabiner",,,,,,,,,
"DMM Revolver Screwgate Carabiner","dmm-revolver-screwgate-carabiner",,"DMM-0191","36.9500","27.7100","0.1600","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0191_1.jpg","19","1","0","DMM Revolver Screwgate Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0191_1.jpg","DMM Revolver Screwgate Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0191_1.jpg","DMM Revolver Screwgate Carabiner","dmm-revolver-screwgate-carabiner",,,,,,,,,
"DMM Revolver Wire Carabiner","dmm-revolver-wire-carabiner",,"DMM-0190","32.9500","24.7100","0.1290","Climbing","Climbing, Carabiners, Non-Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0190_1.jpg","19","1","0","DMM Revolver Wire Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0190_1.jpg","DMM Revolver Wire Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0190_1.jpg","DMM Revolver Wire Carabiner","dmm-revolver-wire-carabiner",,,,,,,,,
"DMM Sentinel Locksafe HMS Carabiner","dmm-sentinel-locksafe-hms-carabiner",,"DMM-0192","23.9500","17.9600","0.1560","Climbing","Climbing, Carabiners, Hms, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0192_1.jpg","19","1","0","DMM Sentinel Locksafe HMS Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0192_1.jpg","DMM Sentinel Locksafe HMS Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0192_1.jpg","DMM Sentinel Locksafe HMS Carabiner","dmm-sentinel-locksafe-hms-carabiner",,,,,,,,,
"DMM Sentinel Screwlock HMS Carabiner","dmm-sentinel-screwlock-hms-carabiner",,"DMM-0193","12.9500","9.7100","0.1560","Climbing","Climbing, Carabiners, Hms, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0193_1.jpg","19","1","0","DMM Sentinel Screwlock HMS Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0193_1.jpg","DMM Sentinel Screwlock HMS Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0193_1.jpg","DMM Sentinel Screwlock HMS Carabiner","dmm-sentinel-screwlock-hms-carabiner",,,,,,,,,
"DMM Shadow Bentgate Keylock Carabiner","dmm-shadow-bentgate-keylock-carabiner",,"DMM-0094","9.9500","7.4600","0.0948","Climbing","Climbing, Carabiners, Non-Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0094_1.jpg","19","1","0","DMM Shadow Bentgate Keylock Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0094_1.jpg","DMM Shadow Bentgate Keylock Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0094_1.jpg","DMM Shadow Bentgate Keylock Carabiner","dmm-shadow-bentgate-keylock-carabiner",,,,,,,,,
"DMM Shadow Keylock 3 Color Pack Carabiner","dmm-shadow-keylock-3-color-pack-carabiner",,"DMM-0194","34.9500","26.2100","0.4000","Climbing","Climbing, Carabiners, Non-Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0194_1.jpg","19","1","0","DMM Shadow Keylock 3 Color Pack Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0194_1.jpg","DMM Shadow Keylock 3 Color Pack Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0194_1.jpg","DMM Shadow Keylock 3 Color Pack Carabiner","dmm-shadow-keylock-3-color-pack-carabiner",,,,,,,,,
"DMM Shadow Keylock Locksafe Carabiner","dmm-shadow-keylock-locksafe-carabiner",,"DMM-0195","23.9500","17.9600","0.1560","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0195_1.jpg","19","1","0","DMM Shadow Keylock Locksafe Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0195_1.jpg","DMM Shadow Keylock Locksafe Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0195_1.jpg","DMM Shadow Keylock Locksafe Carabiner","dmm-shadow-keylock-locksafe-carabiner",,,,,,,,,
"DMM Shadow Keylock Screwgate Carabiner","dmm-shadow-keylock-screwgate-carabiner",,"DMM-0196","11.9500","8.9600","0.1560","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0196_1.jpg","19","1","0","DMM Shadow Keylock Screwgate Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0196_1.jpg","DMM Shadow Keylock Screwgate Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0196_1.jpg","DMM Shadow Keylock Screwgate Carabiner","dmm-shadow-keylock-screwgate-carabiner",,,,,,,,,
"DMM Shadow Dyneema Quickdraw 12 cm","dmm-shadow-dyneema-quickdraw-12-cm",,"DMM-0217-12 cm","22.9500","17.2100","0.2200",,,,"19","1","0",,"0","2230","4","2","0",,,"2",,,"dmm-shadow-quickdraw-12-cm-868e8d",,,,,,,,,
"DMM Shadow Dyneema Quickdraw 18 cm","dmm-shadow-dyneema-quickdraw-18-cm",,"DMM-0217-18 cm","23.9500","17.9600","0.2200",,,,"19","1","0",,"0","2230","4","2","0",,,"2",,,"dmm-shadow-quickdraw-18-cm",,,,,,,,,
"DMM Shadow Straightgate Keylock Carabiner","dmm-shadow-straightgate-keylock-carabiner",,"DMM-0099","9.9500","7.4600","0.0948","Climbing","Climbing, Carabiners, Non-Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm_shadow.jpg","19","1","0","DMM Shadow Straightgate Keylock Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm_shadow.jpg","DMM Shadow Straightgate Keylock Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm_shadow.jpg","DMM Shadow Straightgate Keylock Carabiner","dmm-shadow-straightgate-keylock-carabiner",,,,,,,,,
"DMM Spectre 2 Quickdraw 12 cm","dmm-spectre-2-quickdraw-12-cm",,"DMM-0214-12 cm","16.9500","12.7100","0.1600",,,,"19","1","0",,,"2230","4","2","0",,,"2",,,"dmm-spectre-2-quickdraw-12-cm-b993b9",,,,,,,,,
"DMM Spectre 2 Quickdraw 18 cm","dmm-spectre-2-quickdraw-18-cm",,"DMM-0214-18 cm","17.5000","13.1300","0.1700",,,,"19","1","0",,,"2230","4","2","0",,,"2",,,"dmm-spectre-2-quickdraw-18-cm-93d58f",,,,,,,,,
"DMM Spectre 2 Wiregate Carabiner 5-pack","dmm-spectre-2-wiregate-carabiner-5-pack",,"DMM-0205","37.5000","28.1300","0.5000","Climbing","Climbing, Non-Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0205.jpg","19","1","0","DMM Spectre 2 Wiregate Carabiner 5-pack","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0205.jpg","DMM Spectre 2 Wiregate Carabiner 5-pack","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0205.jpg","DMM Spectre 2 Wiregate Carabiner 5-pack","dmm-spectre-2-wiregate-carabiner-5-pack",,,,,,,,,
"DMM Ultra O Screwgate 3 Color Pack Carabiner","dmm-ultra-o-screwgate-3-color-pack-carabiner",,"DMM-0197","39.9500","29.9600","0.4000","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0197_1.jpg","19","1","0","DMM Ultra 0 Keylock 3 Color Pack Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0197_1.jpg","DMM Ultra 0 Keylock 3 Color Pack Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0197_1.jpg","DMM Ultra 0 Keylock 3 Color Pack Carabiner","dmm-ultra-o-keylock-3-color-pack-carabiner",,,,,,,,,
"DMM Ultra D Keylock Locksafe Carabiner","dmm-ultra-d-keylock-locksafe-carabiner",,"DMM-0112","23.5000","17.6300","0.1609","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0112_1.jpg","19","1","0","DMM Ultra D Keylock Locksafe Carabiner",,"2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0112_1.jpg","DMM Ultra D Keylock Locksafe Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0112_1.jpg","DMM Ultra D Keylock Locksafe Carabiner","dmm-ultra-d-keylock-locksafe-carabiner",,,,,,,,,
"DMM Ultra D Keylock Quicklock Carabiner","dmm-ultra-d-keylock-quicklock-carabiner",,"DMM-0113","23.9500","17.9600","0.1587","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0113_1.jpg","19","1","0","DMM Ultra D Keylock Quicklock Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0113_1.jpg","DMM Ultra D Keylock Quicklock Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0113_1.jpg","DMM Ultra D Keylock Quicklock Carabiner","dmm-ultra-d-keylock-quicklock-carabiner",,,,,,,,,
"DMM Ultra D Keylock Screw Gate Carabiner","dmm-ultra-d-keylock-screw-gate-carabiner",,"DMM-0114","14.9500","11.2100","0.1433","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0114_1.jpg","19","1","0","DMM Ultra D Keylock Screw Gate Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0114_1.jpg","DMM Ultra D Keylock Screw Gate Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0114_1.jpg","DMM Ultra D Keylock Screw Gate Carabiner","dmm-ultra-d-keylock-screw-gate-carabiner",,,,,,,,,
"DMM Ultra O Locksafe Carabiner","dmm-ultra-o-locksafe-carabiner",,"DMM-0115","23.9500","17.9600","0.1609","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0115_1.jpg","19","1","0","DMM Ultra O Locksafe Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0115_1.jpg","DMM Ultra O Locksafe Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0115_1.jpg","DMM Ultra O Locksafe Carabiner","dmm-ultra-o-locksafe-carabiner",,,,,,,,,
"DMM Ultra O Quicklock Carabiner","dmm-ultra-o-quicklock-carabiner",,"DMM-0116","23.5000","17.6300","0.1587","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0116_1.jpg","19","1","0","DMM Ultra O Quicklock Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0116_1.jpg","DMM Ultra O Quicklock Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0116_1.jpg","DMM Ultra O Quicklock Carabiner","dmm-ultra-o-quicklock-carabiner",,,,,,,,,
"DMM Ultra O Screw Gate Carabiner","dmm-ultra-o-screw-gate-carabiner",,"DMM-0117","15.9500","11.9600","0.1433","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0117_1.jpg","19","1","0","DMM Ultra O Screw Gate Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0117_1.jpg","DMM Ultra O Screw Gate Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0117_1.jpg","DMM Ultra O Screw Gate Carabiner","dmm-ultra-o-screw-gate-carabiner",,,,,,,,,
"DMM Zodiac 11mm Locksafe 3-Stage Locker","dmm-zodiac-11mm-locksafe-3-stage-locker",,"DMM-0198","23.9500","17.9600","0.0900","Climbing","Climbing, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0198_1.jpg","19","1","0","DMM Zodiac 11mm Locksafe 3-Stage Locker","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0198_1.jpg","DMM Zodiac 11mm Locksafe 3-Stage Locker","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0198_1.jpg","DMM Zodiac 11mm Locksafe 3-Stage Locker","dmm-zodiac-11mm-locksafe-3-stage-locker",,,,,,,,,
"DMM Zodiac 11mm Quicklock Carabiner","dmm-zodiac-11mm-quicklock-carabiner",,"DMM-0120","23.5000","17.6300","0.1808","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0120_1.jpg","19","1","0","DMM Zodiac 11mm Quicklock Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0120_1.jpg","DMM Zodiac 11mm Quicklock Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0120_1.jpg","DMM Zodiac 11mm Quicklock Carabiner","dmm-zodiac-11mm-quicklock-carabiner",,,,,,,,,
"DMM Zodiac 11mm Screw Lock Carabiner","dmm-zodiac-11mm-screw-lock-carabiner",,"DMM-0199","13.9500","10.4600","0.1100","Climbing","Climbing, Carabiners, Locking, DMM ","https://gearexpress.com/media/catalog/product/d/m/dmm-0199_1.jpg","19","1","0","DMM Zodiac 11mm Screw Lock Carabiner","0","2230","4","2","0","https://gearexpress.com/media/catalog/product/d/m/dmm-0199_1.jpg","DMM Zodiac 11mm Screw Lock Carabiner","2","https://gearexpress.com/media/catalog/product/d/m/dmm-0199_1.jpg","DMM Zodiac 11mm Screw Lock Carabiner","dmm-zodiac-11mm-screw-lock-carabiner",,,,,,,,,
"Grivel Alpha Screwgate Carabiner","grivel-alpha-screwgate-carabiner",,"GRV-0017","11.9900","8.9900","0.1200","Climbing","Climbing, Carabiners, Locking, Grivel","https://gearexpress.com/media/catalog/product/g/r/grv-0017_1.jpg","19","1","0","Grivel Alpha Screwgate Carabiner","0","2235","4","2","0","https://gearexpress.com/media/catalog/product/g/r/grv-0017_1.jpg","Grivel Alpha Screwgate Carabiner","2","https://gearexpress.com/media/catalog/product/g/r/grv-0017_1.jpg","Grivel Alpha Screwgate Carabiner","grivel-alpha-screwgate-carabiner",,,,,,,,,
"Grivel Alpha Straightgate Carabiner","grivel-alpha-straightgate-carabiner",,"GRV-0018","10.9900","8.2500","0.1200","Climbing","Climbing, Carabiners, Non-Locking, Grivel","https://gearexpress.com/media/catalog/product/g/r/grv-0018_1.jpg","19","1","0","Grivel Alpha Straightgate Carabiner","0","2235","4","2","0","https://gearexpress.com/media/catalog/product/g/r/grv-0018_1.jpg","Grivel Alpha Straightgate Carabiner","2","https://gearexpress.com/media/catalog/product/g/r/grv-0018_1.jpg","Grivel Alpha Straightgate Carabiner","grivel-alpha-straightgate-carabiner",,,,,,,,,
